recording_index,channel_index,stimulus_V,time_point,amplitude_mV
0,1,0.55,-1.0,-0.00059966964
0,1,0.55,-0.9666666666666686,-0.0010439059
0,1,0.55,-0.9333333333333371,-0.001379254
0,1,0.55,-0.9000000000000057,-0.0015230698
0,1,0.55,-0.86666666666666,-0.0014158715
0,1,0.55,-0.8333333333333286,-0.0010625767
0,1,0.55,-0.7999999999999972,-0.00055721006
0,1,0.55,-0.7666666666666657,-7.781005e-05
0,1,0.55,-0.7333333333333343,0.0001481944
0,1,0.55,-0.7000000000000028,-0.000101913625
0,1,0.55,-0.6666666666666714,-0.0009847092
0,1,0.55,-0.63333333333334,-0.0025391707
0,1,0.55,-0.5999999999999943,-0.004673408
0,1,0.55,-0.5666666666666629,-0.007214716
0,1,0.55,-0.5333333333333314,-0.01001534
0,1,0.55,-0.5,-0.013061947
0,1,0.55,-0.46666666666666856,-0.016520046
0,1,0.55,-0.4333333333333371,-0.020675212
0,1,0.55,-0.4000000000000057,-0.025792247
0,1,0.55,-0.36666666666666003,-0.031962197
0,1,0.55,-0.3333333333333286,-0.039015908
0,1,0.55,-0.29999999999999716,-0.04654689
0,1,0.55,-0.2666666666666657,-0.054027807
0,1,0.55,-0.23333333333333428,-0.060958304
0,1,0.55,-0.20000000000000284,-0.066972114
0,1,0.55,-0.1666666666666714,-0.07186094
0,1,0.55,-0.13333333333333997,-0.07552126
0,1,0.55,-0.09999999999999432,-0.07786898
0,1,0.55,-0.06666666666666288,-0.07877569
0,1,0.55,-0.03333333333333144,-0.078063525
0,1,0.55,0.0,-0.07556703
0,1,0.55,0.03333333333333144,-0.07123414
0,1,0.55,0.06666666666666288,-0.06520756
0,1,0.55,0.09999999999999432,-0.05782969
0,1,0.55,0.13333333333333997,-0.04956119
0,1,0.55,0.1666666666666714,-0.04085827
0,1,0.55,0.20000000000000284,-0.032071926
0,1,0.55,0.23333333333333428,-0.023409493
0,1,0.55,0.2666666666666657,-0.0149601
0,1,0.55,0.29999999999999716,-0.0067560845
0,1,0.55,0.3333333333333286,0.0011679578
0,1,0.55,0.36666666666666003,0.008745527
0,1,0.55,0.4000000000000057,0.015881605
0,1,0.55,0.4333333333333371,0.022477135
0,1,0.55,0.46666666666666856,0.028461449
0,1,0.55,0.5,0.03381842
0,1,0.55,0.5333333333333314,0.038587395
0,1,0.55,0.5666666666666629,0.042828545
0,1,0.55,0.5999999999999943,0.046567436
0,1,0.55,0.63333333333334,0.04975075
0,1,0.55,0.6666666666666714,0.052237913
0,1,0.55,0.7000000000000028,0.053835265
0,1,0.55,0.7333333333333343,0.054365356
0,1,0.55,0.7666666666666657,0.05375146
0,1,0.55,0.7999999999999972,0.052080445
0,1,0.55,0.8333333333333286,0.04960065
0,1,0.55,0.86666666666666,0.04663434
0,1,0.55,0.9000000000000057,0.04343341
0,1,0.55,0.9333333333333371,0.040054336
0,1,0.55,0.9666666666666686,0.036335886
0,1,0.55,1.0,0.032014333
0,1,0.55,1.0333333333333314,0.026928969
0,1,0.55,1.0666666666666629,0.021205848
0,1,0.55,1.0999999999999943,0.015306478
0,1,0.55,1.13333333333334,0.00989734
0,1,0.55,1.1666666666666714,0.0055946484
0,1,0.55,1.2000000000000028,0.0027052886
0,1,0.55,1.2333333333333343,0.0010842412
0,1,0.55,1.2666666666666657,0.00016926476
0,1,0.55,1.2999999999999972,-0.0008295749
0,1,0.55,1.3333333333333286,-0.0026732914
0,1,0.55,1.36666666666666,-0.005873856
0,1,0.55,1.4000000000000057,-0.010577918
0,1,0.55,1.4333333333333371,-0.01656552
0,1,0.55,1.4666666666666686,-0.023335384
0,1,0.55,1.5,-0.030234257
0,1,0.55,1.5333333333333314,-0.036588266
0,1,0.55,1.5666666666666629,-0.04180306
0,1,0.55,1.5999999999999943,-0.045418173
0,1,0.55,1.63333333333334,-0.047125075
0,1,0.55,1.6666666666666714,-0.046772778
0,1,0.55,1.7000000000000028,-0.04437856
0,1,0.55,1.7333333333333343,-0.04013947
0,1,0.55,1.7666666666666657,-0.034421492
0,1,0.55,1.7999999999999972,-0.027705478
0,1,0.55,1.8333333333333286,-0.020494552
0,1,0.55,1.86666666666666,-0.013215027
0,1,0.55,1.9000000000000057,-0.00614703
0,1,0.55,1.9333333333333371,0.0005982831
0,1,0.55,1.9666666666666686,0.007059282
0,1,0.55,2.0,0.013374233
0,1,0.55,2.0333333333333314,0.019711088
0,1,0.55,2.066666666666663,0.026185762
0,1,0.55,2.0999999999999943,0.03278697
0,1,0.55,2.13333333333334,0.039339297
0,1,0.55,2.1666666666666714,0.04553456
0,1,0.55,2.200000000000003,0.05102981
0,1,0.55,2.2333333333333343,0.055565126
0,1,0.55,2.2666666666666657,0.059034847
0,1,0.55,2.299999999999997,0.061471798
0,1,0.55,2.3333333333333286,0.0629593
0,1,0.55,2.36666666666666,0.06353317
0,1,0.55,2.4000000000000057,0.06314037
0,1,0.55,2.433333333333337,0.06167653
0,1,0.55,2.4666666666666686,0.059068628
0,1,0.55,2.5,0.055348735
0,1,0.55,2.5333333333333314,0.05068425
